row,tag,question id,score,reputation,accept rate,answer count,is answered
4229,wordpress,67028811,-1,11,0,1,0,
4230,wordpress,67030698,1,312,50,1,1,
4231,wordpress,67032403,1,123,75,1,1,
4232,wordpress,67025209,1,25,0,3,1,
4233,wordpress,67030461,-1,33,0,1,1,
4234,wordpress,67029597,1,11,0,0,0,
4235,wordpress,67029534,0,3,0,1,1,
4236,wordpress,67025476,-1,39,0,2,1,
4237,wordpress,67021713,0,9,0,1,0,
4238,wordpress,67029052,-2,185,0,1,1,
4239,wordpress,66992804,1,11,0,1,0,
4240,wordpress,66850229,0,1,0,0,0,
4241,wordpress,67019715,0,3,0,1,1,
4242,wordpress,67027393,0,141,0,2,1,
4243,wordpress,67028392,0,13,0,0,0,
4244,wordpress,66945099,-1,33,0,1,0,
4245,wordpress,67027849,1,13,0,0,0,
4246,wordpress,67013427,1,54,0,1,1,
4247,wordpress,67027725,0,83,0,0,0,
4248,wordpress,67027409,0,29,0,0,0,
4249,wordpress,67026896,2,23,0,1,1,
4250,wordpress,67026501,1,11,0,1,1,
4251,wordpress,67027090,0,1213,79,0,0,
4252,wordpress,67026335,0,25,0,1,1,
4253,wordpress,66460469,1,0,0,1,1,
4254,wordpress,66587801,1,1331,62,1,0,
4255,wordpress,67025075,1,37,0,1,1,
4256,wordpress,67014744,-1,1,0,1,0,
4257,wordpress,67020024,0,1,0,0,0,
4258,wordpress,67024621,0,117,60,2,1,
4259,wordpress,66769222,1,77,0,1,1,
4260,wordpress,67011772,0,3,0,1,1,
4261,wordpress,67020169,0,0,0,1,0,
4262,wordpress,67023773,0,91,0,0,0,
4263,wordpress,67014887,0,2559,25,1,0,
4264,wordpress,67018625,1,75,33,1,1,
4265,wordpress,67020624,2,600,0,1,1,
4266,wordpress,67022786,0,13,0,0,0,
4267,wordpress,67021173,0,289,0,1,0,
4268,wordpress,66981822,0,1,0,2,0,
4269,wordpress,67015500,0,1370,0,0,0,
4270,wordpress,67021265,-1,273,0,2,1,
4271,wordpress,67021065,0,11,0,0,0,
4272,wordpress,67020554,0,32,0,1,1,
4273,wordpress,67019932,0,693,0,0,0,
4274,wordpress,67013940,0,65,0,1,0,
4275,wordpress,67018912,0,103,0,1,1,
4276,wordpress,67019018,-1,1,0,1,1,
4277,wordpress,67019113,1,418,0,0,0,
4278,wordpress,67017511,-1,1,0,1,1,
4279,wordpress,67018674,0,331,0,0,0,
4280,wordpress,67018001,1,0,0,2,1,
4281,wordpress,67018504,0,37,0,0,0,
4282,wordpress,66829675,1,90,0,1,1,
4283,wordpress,67015429,0,1,0,1,1,
4284,wordpress,66954296,0,982,94,1,1,
4285,wordpress,67016748,0,3,0,1,1,
4286,wordpress,67016467,0,5,0,0,0,
4287,wordpress,66422646,0,114,100,1,1,
4288,wordpress,67015689,0,3035,70,0,0,
4289,wordpress,66942964,0,1,0,1,0,
4290,wordpress,66976011,1,47,20,1,0,
4291,wordpress,67013565,0,3,0,0,0,
4292,wordpress,66984862,-2,1,0,1,0,
4293,wordpress,67012069,0,29,0,0,0,
4294,wordpress,67000509,1,2257,90,1,0,
4295,wordpress,67011100,2,21,0,1,0,
4296,wordpress,67009902,0,9,0,1,0,
4297,wordpress,67010262,0,1,0,1,0,
4298,wordpress,67006598,0,490,90,1,0,
4299,wordpress,66991015,0,11,0,1,0,
4300,wordpress,66977493,1,53,0,1,1,
4301,wordpress,66995115,0,1,0,1,0,
4302,wordpress,67005304,0,27,0,1,0,
4303,wordpress,66993021,0,1,0,1,0,
4304,wordpress,67007028,0,23,0,0,0,
4305,wordpress,67002788,0,69,0,2,0,
4306,wordpress,67005423,0,23,0,1,1,
4307,wordpress,67005752,0,65,0,2,1,
4308,wordpress,66944625,1,497,63,2,1,
4309,wordpress,67003453,0,13,0,1,1,
4310,wordpress,67001010,-2,13,0,1,1,
4311,wordpress,67005564,1,11,0,0,0,
4312,wordpress,67005478,0,488,0,0,0,
4313,wordpress,67004964,0,70,0,0,0,
4314,wordpress,67004875,2,21,0,1,1,
4315,wordpress,67004759,0,95,0,0,0,
4316,wordpress,67003813,0,546,0,0,0,
4317,wordpress,66984706,-1,1,0,1,0,
4318,wordpress,66995012,1,69,0,1,1,
4319,wordpress,67003434,0,1,0,0,0,
4320,wordpress,67003311,0,1,0,0,0,
4321,wordpress,67001321,0,735,0,0,0,
4322,wordpress,66967631,0,47,0,2,1,
4323,wordpress,66953832,2,4347,57,2,1,
4324,wordpress,67001165,1,51,0,1,1,
4325,wordpress,67000405,-2,5,0,1,1,
4326,wordpress,66997658,0,118,0,1,0,
4327,wordpress,66999847,0,13,0,0,0,
4328,wordpress,66999113,0,137,61,0,0,
4329,wordpress,66997663,0,101,0,1,0,
4330,wordpress,66993096,0,33,0,1,1,
4331,wordpress,66995978,0,45,0,1,1,
4332,wordpress,66993715,1,37,0,1,1,
4333,wordpress,66996579,0,467,0,1,1,
4334,wordpress,66996997,0,21,0,1,0,
4335,wordpress,66996099,1,13,0,1,1,
4336,wordpress,66001242,0,4850,0,1,1,
4337,wordpress,66996467,0,65,0,0,0,
4338,wordpress,66996491,1,11,0,0,0,
4339,wordpress,66995946,0,5,0,0,0,
4340,wordpress,66977298,0,111,0,1,0,
4341,wordpress,66995493,0,124,59,0,0,
4342,wordpress,66993107,0,91,0,1,1,
4343,wordpress,66995369,0,11,0,0,0,
4344,wordpress,66994671,1,25,0,1,1,
4345,wordpress,66994385,0,61,0,1,1,
4346,wordpress,66982914,0,33,0,3,1,
4347,wordpress,66987369,1,1693,0,2,1,
4348,wordpress,66992791,0,3,0,1,1,
4349,wordpress,66993327,0,175,0,0,0,
4350,wordpress,66991698,1,13,0,1,1,
4351,wordpress,66991991,-1,3,0,1,1,
4352,wordpress,66991123,0,9,0,1,0,
4353,wordpress,66948297,-1,101,0,1,1,
4354,wordpress,66990174,2,550,54,1,1,
4355,wordpress,66113868,0,19,0,2,0,
4356,wordpress,66987696,2,87,0,1,1,
4357,wordpress,66988620,0,177,0,1,1,
4358,wordpress,66990406,0,1,0,0,0,
4359,wordpress,66988097,-2,19,0,1,0,
4360,wordpress,66988452,1,174,22,1,1,
4361,wordpress,66965799,-1,333,71,1,0,
4362,wordpress,66988110,0,5475,78,1,1,
4363,wordpress,66983605,0,11,0,1,0,
4364,wordpress,66842611,0,1,0,1,0,
4365,wordpress,66986789,0,8725,50,1,1,
4366,wordpress,66974714,-1,27,0,2,1,
4367,wordpress,66976129,0,35,50,1,0,
4368,wordpress,66986726,0,11,0,0,0,
4369,wordpress,66985834,-3,1,0,1,0,
4370,wordpress,66984821,0,23,0,1,0,
4371,wordpress,66921209,0,111,0,1,1,
4372,wordpress,66985342,0,1,0,0,0,
4373,wordpress,66982565,-1,1,0,1,0,
4374,wordpress,66983732,0,15,0,1,0,
4375,wordpress,66984838,0,118,0,0,0,
4376,wordpress,66984023,1,11,0,1,0,
4377,wordpress,66982416,0,1,0,0,0,
4378,wordpress,66981872,0,21,0,1,1,
4379,wordpress,66979763,2,2803,57,1,1,
4380,wordpress,66983160,0,416,0,0,0,
4381,wordpress,66971869,2,65,0,1,1,
4382,wordpress,66975639,1,922,0,1,1,
4383,wordpress,66959746,2,39,0,1,1,
4384,wordpress,66815184,0,149,0,1,0,
4385,wordpress,66982262,1,137,0,0,0,
4386,wordpress,66965473,-1,1,0,1,0,
4387,wordpress,66941066,0,1,0,1,0,
4388,wordpress,66980326,-2,1,0,1,0,
4389,wordpress,66973151,0,41,0,1,0,
4390,wordpress,66980584,0,7,0,0,0,
4391,wordpress,66977662,1,21,0,1,1,
4392,wordpress,66978932,0,101,0,2,1,
4393,wordpress,66978727,1,19,0,0,0,
4394,wordpress,66922945,1,124,59,2,1,
4395,wordpress,66978994,0,13,0,0,0,
4396,wordpress,66917958,0,1,0,1,0,
4397,wordpress,66977531,0,71,83,0,0,
4398,wordpress,66893938,1,21,0,1,1,
4399,wordpress,66957782,-1,7,0,1,1,
4400,wordpress,66948525,0,1,0,1,1,
4401,wordpress,66368799,1,61,0,1,0,
4402,wordpress,66932013,1,13,0,1,0,
4403,wordpress,66973344,3,31,0,1,1,
4404,wordpress,66972653,1,67,0,1,0,
4405,wordpress,66968303,3,63,0,1,1,
4406,wordpress,65554749,1,642,63,1,1,
4407,wordpress,66972856,-3,1,0,1,0,
4408,wordpress,66968469,2,153,0,1,1,
4409,wordpress,66890044,0,57,0,1,0,
4410,wordpress,66873004,0,27,0,2,0,
4411,wordpress,66971000,3,63,0,1,1,
4412,wordpress,66971675,0,169,0,0,0,
4413,wordpress,66971161,0,1,0,0,0,
4414,wordpress,66970100,0,39,0,1,1,
4415,wordpress,66970652,0,101,0,0,0,
4416,wordpress,66969953,0,11,0,2,0,
4417,wordpress,66967681,0,1,0,0,0,
4418,wordpress,66969652,0,37,0,2,1,
4419,wordpress,66969618,0,1,0,0,0,
4420,wordpress,66953728,3,55,0,3,1,
4421,wordpress,65663752,0,27,0,2,0,
4422,wordpress,66968635,0,403,0,1,1,
4423,wordpress,66968687,0,21,0,0,0,
4424,wordpress,66967830,1,263,0,0,0,
4425,wordpress,66966291,0,177,33,1,1,
4426,wordpress,66965888,-2,71,0,1,1,
4427,wordpress,66959722,1,175,0,2,1,
4428,wordpress,66966405,1,11,0,1,0,
4429,wordpress,66966631,0,103,0,0,0,
4430,wordpress,66966522,0,29,0,0,0,
4431,wordpress,66965382,0,5,0,0,0,
4432,wordpress,66930667,0,867,0,1,0,
4433,wordpress,66941238,0,147,0,1,0,
4434,wordpress,66955605,0,79,0,0,0,
4435,wordpress,66963296,0,69,0,0,0,
4436,wordpress,66963237,0,391,54,0,0,
4437,wordpress,66961566,-1,101,0,1,0,
4438,wordpress,66960764,-1,103,14,1,0,
4439,wordpress,66960452,0,11,0,0,0,
4440,wordpress,66958311,0,165,0,1,0,
4441,wordpress,66877979,1,11,0,1,1,
4442,wordpress,66951648,0,1,0,1,0,
4443,wordpress,66958923,0,853,57,0,0,
4444,wordpress,66958850,0,1,0,0,0,
4445,wordpress,66958843,0,53,0,0,0,
4446,wordpress,66893179,0,263,0,2,1,
4447,wordpress,66958190,1,101,0,1,1,
4448,wordpress,66946008,0,1,0,1,0,
4449,wordpress,66956412,0,33,0,0,0,
4450,wordpress,66951677,0,1114,100,1,0,
4451,wordpress,66954478,0,33,0,1,0,
4452,wordpress,66954492,0,662,80,1,0,
4453,wordpress,66955740,2,141,0,0,0,
4454,wordpress,66930036,0,13,0,0,0,
4455,wordpress,66922370,0,138,0,1,1,
4456,wordpress,66914479,-1,1,0,1,0,
4457,wordpress,66954584,0,23,0,0,0,
4458,wordpress,66949136,0,25,0,1,0,
4459,wordpress,66953121,0,207,40,1,1,
4460,wordpress,66787050,0,31,0,2,1,
4461,wordpress,66952275,1,4347,57,1,1,
4462,wordpress,66951114,1,13,0,1,1,
4463,wordpress,66952282,0,3,0,0,0,
4464,wordpress,66948086,-1,125,0,1,1,
4465,wordpress,66946330,-2,1,0,1,0,
4466,wordpress,66936508,-1,1,0,1,0,
4467,wordpress,66944974,1,23,0,0,0,
4468,wordpress,66934676,0,1,0,2,0,
4469,wordpress,66951122,0,13,0,1,1,
4470,wordpress,66743266,1,21,0,2,1,
4471,wordpress,66950017,0,2110,0,2,0,
4472,wordpress,66950021,0,416,0,0,0,
4473,wordpress,66948350,1,978,86,1,1,
4474,wordpress,66949499,1,11,0,0,0,
4475,wordpress,66945978,0,416,0,1,1,
4476,wordpress,66939191,0,101,0,1,1,
4477,wordpress,65694247,-1,333,0,1,0,
4478,wordpress,66946554,0,1,0,0,0,
4479,wordpress,66932749,0,1,0,3,0,
4480,wordpress,66709578,1,11,0,1,1,
4481,wordpress,66933665,1,1734,71,2,1,
4482,wordpress,66943818,0,439,0,1,1,
4483,wordpress,66942249,-1,479,62,1,1,
4484,wordpress,66934904,0,54,0,1,1,
4485,wordpress,66683844,0,63,0,2,0,
4486,wordpress,66759344,0,61,20,1,1,
4487,wordpress,66942923,0,127,0,0,0,
4488,wordpress,66912532,0,1,0,1,0,
4489,wordpress,66939271,0,39,0,2,0,
4490,wordpress,66940615,0,71,0,1,1,
4491,wordpress,66941788,0,339,44,0,0,
4492,wordpress,66932960,1,35,0,1,1,
4493,wordpress,66935304,0,1,0,1,0,
4494,wordpress,66940188,0,101,0,0,0,
4495,wordpress,66933827,0,33,0,0,0,
4496,wordpress,66933072,0,23,0,1,0,
4497,wordpress,66938022,0,101,0,1,1,
4498,wordpress,66926790,2,101,0,1,1,
4499,wordpress,66938417,0,101,0,0,0,
4500,wordpress,66934114,0,15,0,1,1,
4501,wordpress,66926475,0,11,0,2,0,
4502,wordpress,66511507,0,1,0,0,0,
4503,wordpress,66936077,1,23,0,0,0,
4504,wordpress,66936034,0,39,0,0,0,
4505,wordpress,66934016,0,23,0,1,1,
4506,wordpress,66930965,0,13,0,1,0,
4507,wordpress,66935035,0,717,0,1,1,
4508,wordpress,66933648,0,11,0,1,1,
4509,wordpress,66932998,1,15,0,0,0,
4510,wordpress,66932018,2,533,0,1,1,
4511,wordpress,66928881,0,1,0,0,0,
4512,wordpress,66534006,0,37,0,1,1,
4513,wordpress,66929664,1,103,0,1,1,
4514,wordpress,66929640,1,35,0,1,1,
4515,wordpress,66930200,-1,149,0,1,1,
4516,wordpress,66929544,0,1,0,2,0,
4517,wordpress,66929063,1,593,72,1,1,
4518,wordpress,66929073,0,2981,0,1,1,
4519,wordpress,66929017,1,27,0,1,1,
4520,wordpress,66928053,-1,101,0,1,1,
4521,wordpress,66922269,2,33,0,1,1,
4522,wordpress,66650744,0,3,0,1,0,
4523,wordpress,66914426,0,101,0,1,0,
4524,wordpress,66912973,0,71,0,1,0,
4525,wordpress,66926006,0,279,59,0,0,
4526,wordpress,66924770,0,13,0,1,0,
4527,wordpress,66912577,0,1,0,1,0,
4528,wordpress,66924597,-1,426,0,1,0,
4529,wordpress,66923412,0,39,0,0,0,
4530,wordpress,66030760,0,3318,36,2,0,
4531,wordpress,66919674,0,533,0,1,1,
4532,wordpress,66923912,0,439,0,0,0,
4533,wordpress,66921770,1,533,0,1,1,
4534,wordpress,66896799,0,1331,62,1,0,
4535,wordpress,66916584,1,11,0,1,1,
4536,wordpress,66922142,0,85,0,0,0,
4537,wordpress,66921703,0,61,0,1,1,
4538,wordpress,66900563,-1,3286,80,1,1,
4539,wordpress,66921042,0,2981,0,0,0,
4540,wordpress,66920739,0,4309,40,0,0,
4541,wordpress,66916605,-3,17,0,1,1,
4542,wordpress,66918659,3,31,0,1,1,
4543,wordpress,66907238,0,1,0,2,0,
4544,wordpress,66920080,0,1198,25,0,0,
4545,wordpress,66919180,0,1,0,0,0,
4546,wordpress,66912381,0,53,0,1,1,
4547,wordpress,66918829,0,178,0,0,0,
4548,wordpress,66918406,0,1,0,0,0,
4549,wordpress,66917569,0,21,0,1,1,
4550,wordpress,66911226,0,124,59,1,0,
4551,wordpress,66916063,0,13,0,1,1,
4552,wordpress,66903623,-1,95,0,1,0,
4553,wordpress,66915533,0,13002,95,1,1,
4554,wordpress,66563080,-1,1,0,1,0,
4555,wordpress,66772866,0,1,0,1,0,
4556,wordpress,66888337,1,13,0,1,1,
4557,wordpress,66909186,0,1,0,1,0,
4558,wordpress,66912000,0,3,0,1,1,
4559,wordpress,66847582,2,21,0,2,0,
4560,wordpress,66910341,0,391,60,1,1,
4561,wordpress,66911447,0,681,0,1,0,
4562,wordpress,66371619,0,53,0,1,1,
4563,wordpress,66174782,0,539,56,1,0,
4564,wordpress,66492359,0,2320,49,2,0,
4565,wordpress,66910543,0,3035,0,0,0,
4566,wordpress,66908169,-2,29,0,1,0,
4567,wordpress,66910142,0,1,0,0,0,
4568,wordpress,66903222,1,33,0,1,0,
4569,wordpress,66896862,-3,240,0,1,1,
4570,wordpress,66841100,0,1025,35,0,0,
4571,wordpress,66907494,0,21,0,1,0,
4572,wordpress,66838100,0,9,0,2,1,
4573,wordpress,66886548,1,62,0,2,1,
4574,wordpress,66806312,-1,1,0,1,0,
4575,wordpress,66906353,0,57,0,0,0,
4576,wordpress,66905915,1,21,0,1,1,
4577,wordpress,66904050,0,91,0,0,0,
4578,wordpress,66902917,0,3,0,1,1,
4579,wordpress,66902567,0,3,0,2,1,
4580,wordpress,66902761,-1,1,0,1,0,
4581,wordpress,66900436,0,492,0,1,1,
4582,wordpress,66902324,0,1,0,1,1,
4583,wordpress,66896189,0,17,0,1,1,
4584,wordpress,66901428,0,21,0,0,0,
4585,wordpress,66881004,1,111,0,1,1,
4586,wordpress,66894055,0,5,0,2,1,
4587,wordpress,66900369,0,1214,49,1,1,
4588,wordpress,66899108,2,33,0,1,1,
4589,wordpress,66895062,1,25,0,2,1,
4590,wordpress,66898585,0,1,0,0,0,
4591,wordpress,66875217,1,31,0,1,0,
4592,wordpress,66899320,0,93,0,0,0,
4593,wordpress,66832086,1,475,100,1,0,
4594,wordpress,66880556,0,2255,79,1,1,
4595,wordpress,66876402,-1,3,0,1,1,
4596,wordpress,66896503,0,1,0,0,0,
4597,wordpress,66896212,1,23,0,0,0,
4598,wordpress,66894749,0,41,0,2,1,
4599,wordpress,66862931,0,1,0,1,1,
4600,wordpress,66893059,-1,175,75,1,1,
4601,wordpress,66890383,2,53,0,1,1,
4602,wordpress,66891530,0,29,0,1,1,
4603,wordpress,66886035,1,163,0,2,1,
4604,wordpress,66892263,0,439,0,0,0,
4605,wordpress,66885534,-3,1,0,1,0,
4606,wordpress,66887629,0,13,0,0,0,
4607,wordpress,66863580,-1,86,0,1,0,
4608,wordpress,66851700,2,33,0,1,1,
4609,wordpress,66881074,1,13,0,3,1,
4610,wordpress,66887118,0,2244,75,0,0,
4611,wordpress,66797877,0,1,0,2,1,
4612,wordpress,66889152,0,11,0,0,0,
4613,wordpress,66886604,1,89,0,7,1,
4614,wordpress,66871421,1,21,0,1,1,
4615,wordpress,66886792,0,1,0,0,0,
4616,wordpress,66886853,0,1681,89,0,0,
4617,wordpress,66886614,0,15,0,0,0,
4618,wordpress,66886221,0,305,40,0,0,
4619,wordpress,66880596,0,303,0,2,1,
4620,wordpress,66883111,-1,19,0,1,1,
4621,wordpress,66883763,0,265,0,1,0,
4622,wordpress,66883439,0,11,0,2,0,
4623,wordpress,66879295,-2,645,50,1,1,
4624,wordpress,66882353,2,68,0,2,1,
4625,wordpress,66856456,0,1,0,0,0,
4626,wordpress,66852596,0,11,0,1,1,
4627,wordpress,66880323,0,45,0,0,0,
4628,wordpress,66864355,1,101,0,3,1,
4629,wordpress,66879735,0,57,25,0,0,
4630,wordpress,66852688,0,1,0,0,0,
4631,wordpress,66876869,1,11,0,1,1,
4632,wordpress,66878434,0,1,0,0,0,
4633,wordpress,66852993,0,11,0,1,0,
4634,wordpress,66868436,0,970,46,4,0,
4635,wordpress,66854734,0,31,50,0,0,
4636,wordpress,66877492,0,23,0,0,0,
4637,wordpress,66877600,0,1,0,0,0,
4638,wordpress,66843320,0,87,0,1,0,
4639,wordpress,66872442,0,491,67,1,0,
4640,wordpress,66712885,1,13,0,1,0,
4641,wordpress,66873082,0,73,0,2,1,
4642,wordpress,66871867,0,970,46,1,1,
4643,wordpress,66873213,2,77,0,1,1,
4644,wordpress,66874044,0,21,0,1,0,
4645,wordpress,66873906,0,11,0,0,0,
4646,wordpress,66873729,0,819,0,0,0,
4647,wordpress,66870186,0,165,0,2,1,
4648,wordpress,66794784,0,39,40,1,1,
4649,wordpress,66872934,0,1,0,0,0,
4650,wordpress,66872958,0,3,0,0,0,
4651,wordpress,66839302,1,165,0,1,1,
4652,wordpress,66857794,0,13,0,0,0,
4653,wordpress,66871569,0,105,0,0,0,
4654,wordpress,66870700,-4,1,0,1,0,
4655,wordpress,66870128,1,13,0,1,1,
4656,wordpress,66869608,0,11,0,1,0,
4657,wordpress,66870699,0,1,0,0,0,
4658,wordpress,66867490,1,61,0,1,1,
4659,wordpress,66868710,-2,1,0,1,0,
4660,wordpress,66869488,0,35,0,0,0,
4661,wordpress,66868980,0,33,0,1,0,
4662,wordpress,66730963,0,5,0,1,0,
4663,wordpress,66868616,1,21,0,1,0,
4664,wordpress,66825825,2,1101,75,0,0,
4665,wordpress,66868500,0,1,0,0,0,
4666,wordpress,66860781,-1,1,0,1,1,
4667,wordpress,66867779,0,2116,74,0,0,
4668,wordpress,66865584,2,23,0,1,1,
4669,wordpress,66867686,1,111,0,0,0,
4670,wordpress,66866043,-1,3,0,1,1,
4671,wordpress,66867002,-1,71,0,1,1,
4672,wordpress,66862928,2,213,75,1,1,
4673,wordpress,66866603,0,358,0,0,0,
4674,wordpress,66863047,0,39,0,1,1,
4675,wordpress,66864340,0,1,0,0,0,
4676,wordpress,66843843,2,306,0,1,1,
4677,wordpress,66864282,1,11,0,1,0,
4678,wordpress,66849397,3,45,0,1,1,
4679,wordpress,66848377,2,31,0,1,1,
4680,wordpress,66863534,0,7,0,0,0,
4681,wordpress,66820714,0,3,0,1,1,
4682,wordpress,66859906,1,333,0,1,1,
4683,wordpress,66860888,0,13,0,1,1,
4684,wordpress,66855116,1,11,0,1,0,
4685,wordpress,66859990,0,3,0,1,1,
4686,wordpress,66861549,0,167,0,0,0,
4687,wordpress,66861492,0,13,0,1,1,
4688,wordpress,66859718,0,314,100,0,0,
4689,wordpress,66859531,0,23,0,0,0,
4690,wordpress,66673592,0,663,56,1,0,
4691,wordpress,66859136,2,1246,67,0,0,
4692,wordpress,66843909,1,922,0,1,1,
4693,wordpress,66858520,1,131,0,1,1,
4694,wordpress,66857694,0,7,0,1,1,
4695,wordpress,66858297,0,55,0,0,0,
4696,wordpress,66858262,0,23,0,0,0,
4697,wordpress,66839826,1,403,0,1,1,
4698,wordpress,66856225,2,23,0,4,1,
4699,wordpress,66856884,2,23,0,2,1,
4700,wordpress,66856519,0,1,0,0,0,
4701,wordpress,66855135,0,27,0,0,0,
4702,wordpress,66854436,0,1,0,1,0,
4703,wordpress,66847575,-1,101,0,3,0,
4704,wordpress,66847335,0,23,0,0,0,
4705,wordpress,66853726,0,39,0,0,0,
4706,wordpress,66849640,0,9,0,1,1,
4707,wordpress,66680633,3,373,0,1,1,
4708,wordpress,66830259,0,51,0,1,1,
4709,wordpress,66853214,0,3,0,0,0,
4710,wordpress,66819379,1,21,25,1,1,
4711,wordpress,66852382,0,11,0,0,0,
4712,wordpress,66852369,0,7305,16,0,0,
4713,wordpress,66843048,1,689,54,0,0,
4714,wordpress,66846751,1,11,0,2,0,
4715,wordpress,66849594,1,11,0,2,0,
4716,wordpress,65842350,0,5,0,1,1,
4717,wordpress,66849979,0,11,0,1,1,
4718,wordpress,66851466,0,1,0,0,0,
4719,wordpress,66843580,0,177,71,1,1,
4720,wordpress,66842490,0,1,0,1,1,
4721,wordpress,66850204,1,13,0,1,1,
4722,wordpress,66822722,0,23,0,1,0,
4723,wordpress,66849304,0,367,43,0,0,
4724,wordpress,66848920,0,3,0,1,1,
4725,wordpress,66847741,0,21,0,0,0,
4726,wordpress,66835696,0,3,0,0,0,
4727,wordpress,66809208,0,114,0,1,1,
4728,wordpress,66846910,0,143,0,0,0,
4729,wordpress,66844475,0,403,0,0,0,
4730,wordpress,66838957,1,101,0,1,0,
4731,wordpress,66628420,0,35,0,2,0,
4732,wordpress,66780332,3,11634,76,2,1,
4733,wordpress,66844896,0,277,0,1,0,
4734,wordpress,66844363,1,43,0,1,1,
4735,wordpress,66829470,1,93,0,1,1,
4736,wordpress,66842751,-1,79,0,1,1,
4737,wordpress,66845037,0,97,0,0,0,
4738,wordpress,66844025,0,75,0,0,0,
4739,wordpress,66829346,0,9,0,1,1,
4740,wordpress,66684546,-1,152,0,2,1,
4741,wordpress,66842772,0,143,0,1,0,
4742,wordpress,66286024,2,21,0,2,1,
4743,wordpress,66811791,3,73,0,3,1,
4744,wordpress,66840337,2,21,0,0,0,
4745,wordpress,66842765,1,31,0,0,0,
4746,wordpress,66842160,1,11,0,1,1,
4747,wordpress,66840349,0,11,0,1,0,
4748,wordpress,66840889,0,15,0,1,1,
4749,wordpress,66813845,1,740,69,1,1,
4750,wordpress,66838540,1,740,69,2,1,
4751,wordpress,66830096,1,19,0,1,1,
4752,wordpress,66840109,1,19,0,0,0,
4753,wordpress,66753041,2,23,0,1,1,
4754,wordpress,66833109,-3,1,0,1,0,
4755,wordpress,66839089,2,27,0,1,1,
4756,wordpress,66812290,1,743,67,2,1,
4757,wordpress,66839454,-1,7,0,1,1,
4758,wordpress,66839371,0,689,0,0,0,
4759,wordpress,66748885,0,9,0,1,0,
4760,wordpress,66832685,0,1488,50,0,0,
4761,wordpress,66837167,0,23,0,2,1,
4762,wordpress,66837799,0,7,0,0,0,
4763,wordpress,66819609,0,1,0,1,0,
4764,wordpress,66837019,0,11,0,0,0,
4765,wordpress,66836328,0,11,0,0,0,
4766,wordpress,66834599,0,11,0,0,0,
4767,wordpress,66809499,0,11,0,0,0,
4768,wordpress,66834492,0,115,18,0,0,
4769,wordpress,66649792,0,1,0,0,0,
4770,wordpress,66784515,1,439,0,1,0,
4771,wordpress,66834761,0,45,0,0,0,
4772,wordpress,66833114,1,13,0,1,1,
4773,wordpress,66834093,0,412,50,0,0,
4774,wordpress,66833348,0,1,0,0,0,
4775,wordpress,66831026,0,183,69,1,0,
4776,wordpress,66679142,0,31,0,0,0,
4777,wordpress,66832464,0,1,0,0,0,
4778,wordpress,66832405,0,11,0,0,0,
4779,wordpress,66832363,0,296,0,0,0,
4780,wordpress,66829935,0,1,0,1,0,
4781,wordpress,66831935,0,7,0,0,0,
4782,wordpress,66831797,0,1,0,0,0,
4783,wordpress,66828028,2,15,0,2,0,
4784,wordpress,66830192,1,922,0,0,0,
4785,wordpress,66829881,0,11,0,0,0,
4786,wordpress,66829794,0,414,17,0,0,
4787,wordpress,66829436,0,55,0,0,0,
4788,wordpress,66829416,1,11,0,0,0,
4789,wordpress,65886844,0,1,0,1,0,
4790,wordpress,66828994,0,35,0,0,0,
4791,wordpress,66779748,0,1,0,1,0,
4792,wordpress,66828785,0,1,0,0,0,
4793,wordpress,66824351,0,73,85,0,0,
4794,wordpress,66824187,0,29,0,1,1,
4795,wordpress,66792983,0,4272,44,1,1,
4796,wordpress,65819375,0,384,26,1,1,
4797,wordpress,66258203,0,9,0,1,0,
4798,wordpress,65917833,0,11,0,1,0,
4799,wordpress,66824117,-1,197,10,1,1,
4800,wordpress,66463552,0,1,0,1,1,
4801,wordpress,66792440,-1,1,0,1,0,
4802,wordpress,66824294,1,271,0,0,0,
4803,wordpress,66824084,0,3,0,1,1,
4804,wordpress,66823078,1,21,0,2,1,
4805,wordpress,66823291,0,503,50,0,0,
4806,wordpress,66823019,0,1,0,0,0,
4807,wordpress,66810382,1,13,0,1,1,
4808,wordpress,66821518,-1,46,0,1,1,
4809,wordpress,66821633,1,13,0,0,0,
4810,wordpress,66821562,0,1,0,0,0,
4811,wordpress,66820881,0,47,0,0,0,
4812,wordpress,66819850,1,403,70,1,1,
4813,wordpress,66820113,2,23,0,2,1,
4814,wordpress,66807711,0,1,0,0,0,
4815,wordpress,66816779,-1,149,0,1,0,
4816,wordpress,66817629,0,57,0,0,0,
4817,wordpress,66679793,4,164,75,1,1,
4818,wordpress,66815949,2,23,0,1,1,
4819,wordpress,66649655,1,161,0,1,1,
4820,wordpress,66515325,0,55,0,1,1,
4821,wordpress,66818842,0,105,0,0,0,
4822,wordpress,66818046,0,1,0,0,0,
4823,wordpress,66806934,0,1,0,0,0,
4824,wordpress,66813049,2,261,71,1,1,
4825,wordpress,66817331,0,35,0,0,0,
4826,wordpress,66812459,0,111,0,1,0,
4827,wordpress,66815672,1,21,0,1,0,
4828,wordpress,66816329,0,3,0,1,1,
4829,wordpress,66816177,0,79,0,1,0,
4830,wordpress,66816234,0,74,0,0,0,
4831,wordpress,66815406,1,169,0,1,1,
